date,method,target,products,period,time_start,time_end,status,status_text,area_name,zone_code,region,boundary_text,area_sq_km,centroid_lat,centroid_lon,map_url,map_id,observed_via,first_seen
2025-08-12,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of South Manteca,M25,Manteca,"North to E. Woodward Ave., South to Tannehill Dr., East to Pillsbury Rd., West to S. Main St.",1.2471,37.772554,-121.20643,https://www.google.com/maps/d/viewer?mid=1VakL58Y9x5GUM36bEuYm8HwbDgCBHaA,1VakL58Y9x5GUM36bEuYm8HwbDgCBHaA,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-12,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of South Manteca,M4,Manteca,"North to Wawona St., South to Hwy 120, East to S. Union Rd., West to Airport Way.",1.2556,37.786659,-121.243416,https://www.google.com/maps/d/viewer?mid=1vJPXrGdeZDKi648eJfgEEa0EeonEwzc3,1vJPXrGdeZDKi648eJfgEEa0EeonEwzc3,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,aerial,adult,Dibrom,evening,20:15,22:00,complete,COMPLETE,Delta area,D29,Delta,Portions of Empire Tract and Terminous Tract,12.7919,38.080455,-121.480218,https://www.google.com/maps/d/viewer?mid=1YxdmeEmftJ1kSIV8yZiuneMI0UHy7d3p,1YxdmeEmftJ1kSIV8yZiuneMI0UHy7d3p,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,aerial,adult,Dibrom,evening,20:15,22:00,complete,COMPLETE,Delta area,D7,Delta,"Portions of Shima Tract, Rindge Tract, Wright Tract",24.8479,38.014741,-121.39736,https://www.google.com/maps/d/viewer?mid=1f2Cc6vAndlrwjFSphksdRjUD4ZJL5NmU,1f2Cc6vAndlrwjFSphksdRjUD4ZJL5NmU,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of East Manteca,M19C,Manteca,"North to Northgate Dr., South to W. Louise Ave., Joseph Dr., East to N. Main St., West to Tidewater Park",0.6236,37.815398,-121.221877,https://www.google.com/maps/d/viewer?mid=13VZA6FcT0ea3XWlNphDnqiCr_mfVXNY,13VZA6FcT0ea3XWlNphDnqiCr_mfVXNY,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of North Escalon Area,E18D,Escalon,"North to Magnolia Rd., South to Hwy 120 & California St., East to Campbell Ave., West to Escalon-Bellota Rd.",4.1019,37.806259,-120.987804,https://www.google.com/maps/d/viewer?mid=1sRtzCJ_TU1A3kb8LcsgjtFHn-MbkzZ0,1sRtzCJ_TU1A3kb8LcsgjtFHn-MbkzZ0,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of Rural East Ripon,R6b,Ripon,"North to .6 mile south of Greenleaf Rd., South to Stanislaus River, East to Sexton Rd., West to Wagner Rd.",5.2528,37.747065,-121.060768,https://www.google.com/maps/d/viewer?mid=1LbMmKcckTL0-yCdEYBd5mEiHab4yhFg,1LbMmKcckTL0-yCdEYBd5mEiHab4yhFg,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of Rural South County,SC11A,South County,"North to Airport Way, Division Rd. and Avenue D, South to San Joaquin and Stanislaus Rivers, East to Stanislaus River, West to San Joaquin River",12.406,37.682983,-121.240143,https://www.google.com/maps/d/viewer?mid=1PtKWxfATC5NoqRv8QIi32j9ox7pMZt0,1PtKWxfATC5NoqRv8QIi32j9ox7pMZt0,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of South Ripon,R8,Ripon,"North to Fourth St., South the Stanislaus River, East to Stockton Ave., West to S. Mohler Rd.",3.7774,37.728952,-121.138618,https://www.google.com/maps/d/viewer?mid=1dp3qNbFSboPO6tYrbuP1s5cvGX-j1Ec,1dp3qNbFSboPO6tYrbuP1s5cvGX-j1Ec,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-14,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,West Roberts Island,D6,Delta,,10.682,37.97315,-121.45385,https://www.google.com/maps/d/viewer?mid=1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-15,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,North Morada,S44,Stockton,"North to Zeppelin Ln., South to E. Morada Ln., East to 99 Frontage Rd., West to Holman Rd.",1.3149,38.043484,-121.264505,https://www.google.com/maps/d/viewer?mid=1QCMBWr2Xe4bOTNbCh6NjUr29o6tCIOw,1QCMBWr2Xe4bOTNbCh6NjUr29o6tCIOw,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-15,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of North Stockton,S2B,Stockton,"North to Hammer Ln., South to W. Lincoln Rd., East to Pershing Ave., West to Alexandria Place",0.6107,38.016921,-121.334378,https://www.google.com/maps/d/viewer?mid=11XkclKunwvruEai6CDKW1Q8z8L9IYKo,11XkclKunwvruEai6CDKW1Q8z8L9IYKo,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-15,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Portion of Rural West Farmington,E59,Escalon,"North to Little Johns Creek, South to Gawne Rd., East to Mobley Rd., West Stow Ave.",8.4684,37.902201,-121.067464,https://www.google.com/maps/d/viewer?mid=1k5QybTntTabeg5r3tp_hRhkhDXfbDxw,1k5QybTntTabeg5r3tp_hRhkhDXfbDxw,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-15,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Southwest Stockton Area- Weston Ranch area,S47,Stockton,"North to Lloyd Thayer Cir., Carrie St., and Carolyn Weston Blvd., South to William Moss Blvd., and Isni Goto St., East to Manthey Rd., West to Ews Woods Blvd., Isni Goto St., and Warmke Ln.",1.1139,37.9101,-121.300448,https://www.google.com/maps/d/viewer?mid=1H8CjGX0G4hEUFl3czKFZM8JUeJhkYgA,1H8CjGX0G4hEUFl3czKFZM8JUeJhkYgA,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-15,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:00,complete,COMPLETE,Southwest Stockton- Portion of Weston Ranch,S49,Stockton,"North to William Moss Blvd, South to Henry Long Blvd, East to Blake Cir., West to Blake Circle and Sydney Ln",0.9834,37.903632,-121.301376,https://www.google.com/maps/d/viewer?mid=18NcLg77xX4BD7nCp6bUI2ETPwDUH4yY,18NcLg77xX4BD7nCp6bUI2ETPwDUH4yY,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-21,aerial,adult,Evergreen 5-25,evening,20:00,22:30,complete,COMPLETE,Delta Area West of Lodi,D17,Delta,"Delta Area: Portions of Brack Tract, Terminous Tract including Tower Park, Bouldin Island, and Staten Island",61.1567,38.155578,-121.479914,https://www.google.com/maps/d/viewer?mid=1LQZcE94-rLhxU1paWW1atApDz3ImdiAh,1LQZcE94-rLhxU1paWW1atApDz3ImdiAh,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-21,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of North Ripon,R16a,Ripon,"North to SSJ Canal, South to E. Milgeo Ave., East to S. Murphy Rd., West to N. Ripon Rd.",0.8172,37.74895,-121.117239,https://www.google.com/maps/d/viewer?mid=1fwhDOI4a8d46eO3pURaftVyH4Dvf52w,1fwhDOI4a8d46eO3pURaftVyH4Dvf52w,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-21,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of Rural South Stockton,S40B,Stockton,"North to E. Munford Ave. & Catamaran Wy., South to Industrial Dr. and Bayliner Dr., East to Hwy 99, West to Pock Ln. & Lanyard Dr.",1.6515,37.920345,-121.236146,https://www.google.com/maps/d/viewer?mid=1CODQwuwgAeF-hfMFEVUAnl52oTLRA1Q,1CODQwuwgAeF-hfMFEVUAnl52oTLRA1Q,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-21,aerial,adult,Evergreen 5-25,evening,20:00,22:30,complete,COMPLETE,Rural East Ripon,R6b,Ripon,"North to .6 mile south of Greenleaf Rd., South to Stanislaus River, East to Sexton Rd., West to Wagner Rd.",5.2528,37.747065,-121.060768,https://www.google.com/maps/d/viewer?mid=1LbMmKcckTL0-yCdEYBd5mEiHab4yhFg,1LbMmKcckTL0-yCdEYBd5mEiHab4yhFg,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-21,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Rural West Lathrop,M3,Manteca,"North to Frewert Rd., South to Lathrop Rd., East to I-5, West to San Joaquin River",6.3856,37.838799,-121.302088,https://www.google.com/maps/d/viewer?mid=1X-ibiO5iT4SOe9X37w5IEWTAtfx5oFV3,1X-ibiO5iT4SOe9X37w5IEWTAtfx5oFV3,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-21,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Southwest Delta area,D47,Delta,Portion of Upper Jones Tract,5.2059,37.928128,-121.513321,https://www.google.com/maps/d/viewer?mid=1WJ7Zs-HJW2wD4TwJDhSxJslQ-eI1-24,1WJ7Zs-HJW2wD4TwJDhSxJslQ-eI1-24,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of East Manteca: >,M33B,Manteca,"North to Louise Ave., South to E. Edison St, East to Hwy 99, West to N. Main St.",0.8278,37.809113,-121.209388,https://www.google.com/maps/d/viewer?mid=14jdGnqlx8VOT2COIPelpfo-xCSqRoAg,14jdGnqlx8VOT2COIPelpfo-xCSqRoAg,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of North Manteca,M35,Manteca,"North to Northgate Dr., South to W. Louise Ave. and Joseph Rd., East to N. Union Rd., West to N. Main St. & Tidewater Trail",1.039,37.816271,-121.228585,https://www.google.com/maps/d/viewer?mid=1DKz0vf1p-8i53RmmEX89QVuis1wzBlw,1DKz0vf1p-8i53RmmEX89QVuis1wzBlw,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of Rural North San Joaquin County,L11,Lodi,"North to Collier Rd., South to E. Jahant Rd., East to N. Watkinson Rd., West to Elliot Rd.",4.1447,38.212421,-121.157157,https://www.google.com/maps/d/viewer?mid=1D6UGE2zmEkXy-e-RDCgUbMnbMNDBixKA,1D6UGE2zmEkXy-e-RDCgUbMnbMNDBixKA,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of Rural South County - Division Road Area,SC3,South County,"North to Division Rd., South to San Joaquin and Stanislaus Rivers, East to Stanislaus River, West to Two Rivers Rd",3.7968,37.677092,-121.228648,https://www.google.com/maps/d/viewer?mid=1zR43QiilWe_TRZveFZagCaWv3wJJuHY1,1zR43QiilWe_TRZveFZagCaWv3wJJuHY1,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Ripon Sewer,R2,Ripon,"North to Doak Rd., South to Stanislaus County Line, East to Stockton Ave., West to Robert Ave.",0.7947,37.726509,-121.130382,https://www.google.com/maps/d/viewer?mid=1UVI-M5eTIEkrLZvrJx2Qwxb6K_VYNYkN,1UVI-M5eTIEkrLZvrJx2Qwxb6K_VYNYkN,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Ripon Spring Creek Golf and Country Club,R3,Ripon,,0.4436,37.743511,-121.10244,https://www.google.com/maps/d/viewer?mid=1TWaD-FWkhMWLKBWeREadXtCfLIxTRUoF,1TWaD-FWkhMWLKBWeREadXtCfLIxTRUoF,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-22,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,South Tracy,T26,Tracy,"North to Valpico Rd., South to Ridgeview Dr., East to MacArthur Dr., West to Glenbriar Cir.",0.7176,37.706328,-121.420763,https://www.google.com/maps/d/viewer?mid=1Wmkc_XT8bgfBYxkcvsdXMq5tGQRQVzk,1Wmkc_XT8bgfBYxkcvsdXMq5tGQRQVzk,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-23,ground,adult,DeltaGard; Evergreen 5-25,morning,04:30,06:30,complete,COMPLETE,Portion of Southwest Stockton,S50,Stockton,"North to Carlin Rd., South to Undine Rd., East to S. Roberts Rd., West to Middle River.",8.2983,37.844957,-121.358253,https://www.google.com/maps/d/viewer?mid=1jbUli2B2kIrathCQ7gil7MxrnuS8_LI,1jbUli2B2kIrathCQ7gil7MxrnuS8_LI,wayback:20250826121156,2026-07-27T10:51:43Z
2025-08-27,aerial,adult,Dibrom,evening,20:00,22:00,complete,COMPLETE,A Portion of Rural South County,SC17,South County,,16.4236,37.682602,-121.233493,https://www.google.com/maps/d/viewer?mid=1nm6ZRXdv7KkBsNjAEMUgXhR1m7-TmmY,1nm6ZRXdv7KkBsNjAEMUgXhR1m7-TmmY,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,aerial,adult,Dibrom,evening,20:00,22:00,complete,COMPLETE,Delta Area West of Stockton,D7,Delta,"Portions of Shima Tract, Rindge Tract, Wright Tract",24.8479,38.014741,-121.39736,https://www.google.com/maps/d/viewer?mid=1f2Cc6vAndlrwjFSphksdRjUD4ZJL5NmU,1f2Cc6vAndlrwjFSphksdRjUD4ZJL5NmU,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,North Delta,D48,Delta,"North to +- 1.5 miles north of W. Walnut Grove Rd., South to W. Walnut Grove Rd., East to Sacramento County Line, West to +- .5 mile west of Sacramento County Line",1.9922,38.233574,-121.482856,https://www.google.com/maps/d/viewer?mid=1vJjHtppgYDKIrbMzxP9ijfeA0NT0a-I,1vJjHtppgYDKIrbMzxP9ijfeA0NT0a-I,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Portion of North Escalon Area,E18D,Escalon,"North to Magnolia Rd., South to Hwy 120 & California St., East to Campbell Ave., West to Escalon-Bellota Rd.",4.1019,37.806259,-120.987804,https://www.google.com/maps/d/viewer?mid=1sRtzCJ_TU1A3kb8LcsgjtFHn-MbkzZ0,1sRtzCJ_TU1A3kb8LcsgjtFHn-MbkzZ0,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,ground,larval,Altosid,morning,03:30,05:00,complete,COMPLETE,Portion of North Stockton,S51,Stockton,"North to Whistler Way, South to the south side of Broadridge Way, East to Bear Creek, West to Thornton Rd.",0.6125,38.045217,-121.34586,https://www.google.com/maps/d/viewer?mid=12KUMpebd24rLJR1ojq61aWvr-3lWHH4,12KUMpebd24rLJR1ojq61aWvr-3lWHH4,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Portion of Southwest Stockton,S50,Stockton,"North to Carlin Rd., South to Undine Rd., East to S. Roberts Rd., West to Middle River.",8.2983,37.844957,-121.358253,https://www.google.com/maps/d/viewer?mid=1jbUli2B2kIrathCQ7gil7MxrnuS8_LI,1jbUli2B2kIrathCQ7gil7MxrnuS8_LI,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Southwest Stockton Area- Weston Ranch area,S47,Stockton,"North to Lloyd Thayer Cir., Carrie St., and Carolyn Weston Blvd., South to William Moss Blvd., and Isni Goto St., East to Manthey Rd., West to Ews Woods Blvd., Isni Goto St., and Warmke Ln.",1.1139,37.9101,-121.300448,https://www.google.com/maps/d/viewer?mid=1H8CjGX0G4hEUFl3czKFZM8JUeJhkYgA,1H8CjGX0G4hEUFl3czKFZM8JUeJhkYgA,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-27,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Southwest Stockton- Portion of Weston Ranch,S49,Stockton,"North to William Moss Blvd, South to Henry Long Blvd, East to Blake Cir., West to Blake Circle and Sydney Ln.",0.9834,37.903632,-121.301376,https://www.google.com/maps/d/viewer?mid=18NcLg77xX4BD7nCp6bUI2ETPwDUH4yY,18NcLg77xX4BD7nCp6bUI2ETPwDUH4yY,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-28,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Eastern Portion of the City of Escalon,E2,Escalon,"North to California St., South to Vine Ave., East to Brook St., West to Main St.",0.722,37.793479,-120.986348,https://www.google.com/maps/d/viewer?mid=1dAECfkRz_7jwCBY8gbsz0rdNKdXfvz0b,1dAECfkRz_7jwCBY8gbsz0rdNKdXfvz0b,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-28,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Ripon Sewer,R2,Ripon,"North to Doak Rd., South to Stanislaus County Line, East to Stockton Ave., West to Robert Ave.",0.7947,37.726509,-121.130382,https://www.google.com/maps/d/viewer?mid=1UVI-M5eTIEkrLZvrJx2Qwxb6K_VYNYkN,1UVI-M5eTIEkrLZvrJx2Qwxb6K_VYNYkN,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-28,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Rural East Escalon,E29,Escalon,"North to OID Canal, South to Hwy 120, East to Victory Ave., West to Henry Rd.",3.7529,37.803345,-120.932621,https://www.google.com/maps/d/viewer?mid=1YdE4wGmIItr1fDrb1unsnlFVmpL_Tx5f,1YdE4wGmIItr1fDrb1unsnlFVmpL_Tx5f,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-28,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Rural East Ripon,R6b,Ripon,"North to .6 mile south of Greenleaf Rd., South to Stanislaus River, East to Sexton Rd., West to Wagner Rd.",5.2528,37.747065,-121.060768,https://www.google.com/maps/d/viewer?mid=1LbMmKcckTL0-yCdEYBd5mEiHab4yhFg,1LbMmKcckTL0-yCdEYBd5mEiHab4yhFg,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-28,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Rural North Escalon,E5,Escalon,"North to one mile north of Lone Tree Rd., South to one mile south of Lone Tree Rd., East to Campbell Rd., West to Brennan Rd.",5.4748,37.827268,-120.997575,https://www.google.com/maps/d/viewer?mid=1XVnBm2Y8vjApBUoMFBHcxv1Y7wKvZZ46,1XVnBm2Y8vjApBUoMFBHcxv1Y7wKvZZ46,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-29,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Delta- A Portion of Southeast Roberts Island,D49,Delta,"North to Howard Rd., South to W. Carlin Rd., East to San Joaquin River, West to S. Roberts Rd.",3.1698,37.864915,-121.332686,https://www.google.com/maps/d/viewer?mid=1YmOOt6vEkI6M9F-H7Mtsj89AgAhXZBs,1YmOOt6vEkI6M9F-H7Mtsj89AgAhXZBs,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-29,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Delta- West Roberts Island,D6,Delta,,10.682,37.97315,-121.45385,https://www.google.com/maps/d/viewer?mid=1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-29,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Portion of Northwest Stockton,S5,Stockton,"North to Stanfield Dr., South to Mosher Slough, East to Thornton Rd., West to Bainbridge Pl.",1.408,38.032486,-121.346501,https://www.google.com/maps/d/viewer?mid=109q8EoTZrIRPqqWcYaVxLc9JdJ5qGeta,109q8EoTZrIRPqqWcYaVxLc9JdJ5qGeta,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-29,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Portion of Rural South Farmington,E17,Escalon,"North to Little John Creek, South to 1/2 mile south of Skiff Rd., East to Biederman Way, West to Van Allen Rd.",4.8014,37.872198,-121.041213,https://www.google.com/maps/d/viewer?mid=172FaIzWOcywpL8lfe7mjJ8vcPlNupL9U,172FaIzWOcywpL8lfe7mjJ8vcPlNupL9U,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-29,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Rural West Lodi,L14,Lodi,"North to Hwy 12, South to White Sough, East to 1/2 mile west of I5, West to 2 & 1/3 miles west of I-5",10.1623,38.100254,-121.415963,https://www.google.com/maps/d/viewer?mid=1sYH5f6uQ2kZKy3FfeC0zkGhtJW60FURz,1sYH5f6uQ2kZKy3FfeC0zkGhtJW60FURz,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-29,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,06:00,complete,COMPLETE,Thornton Area,TH-1,Thornton,"North to N. New Hope Rd., South to W. Kile Rd., East to Kile Rd., West to 1/2 mile East of Blossom Rd.",5.504,38.21644,-121.422553,https://www.google.com/maps/d/viewer?mid=14kuLQkUBpE4Cc5VUL8qn4sgI_ap6t6zg,14kuLQkUBpE4Cc5VUL8qn4sgI_ap6t6zg,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-31,aerial,adult,Dibrom,evening,20:00,22:00,complete,COMPLETE,A Portion of Brack Tract,D32A,Delta,,9.9765,38.158437,-121.444175,https://www.google.com/maps/d/viewer?mid=1q3UOlCS7KtOFsLYlJKcDbKaI-J3jsvbr,1q3UOlCS7KtOFsLYlJKcDbKaI-J3jsvbr,wayback:20250906034119,2026-07-27T10:51:43Z
2025-08-31,aerial,adult,Dibrom,evening,20:00,22:00,complete,COMPLETE,Delta area- Portions of Empire Tract and Terminous Tract,D29,Delta,,12.7919,38.080455,-121.480218,https://www.google.com/maps/d/viewer?mid=1YxdmeEmftJ1kSIV8yZiuneMI0UHy7d3p,1YxdmeEmftJ1kSIV8yZiuneMI0UHy7d3p,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,aerial,adult,Dibrom,evening,20:00,22:00,complete,COMPLETE,A Portion of Rural South County,SC17,South County,,16.4236,37.682602,-121.233493,https://www.google.com/maps/d/viewer?mid=1nm6ZRXdv7KkBsNjAEMUgXhR1m7-TmmY,1nm6ZRXdv7KkBsNjAEMUgXhR1m7-TmmY,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,aerial,adult,Dibrom,evening,20:00,22:00,complete,COMPLETE,Delta Area-,D7,Delta,"Portions of Shima Tract, Rindge Tract, Wright Tract",24.8479,38.014741,-121.39736,https://www.google.com/maps/d/viewer?mid=1f2Cc6vAndlrwjFSphksdRjUD4ZJL5NmU,1f2Cc6vAndlrwjFSphksdRjUD4ZJL5NmU,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,East Lodi Area,L28,Lodi,"North to E. Lockeford St., South to E. Vine Street, East to S. Cherokee Ln., West to S. Stockton St.",1.4503,38.13042,-121.26511,https://www.google.com/maps/d/viewer?mid=1en2NzlZ-Iurv-3H0jsmbc263HABDCXE,1en2NzlZ-Iurv-3H0jsmbc263HABDCXE,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,scheduled,,North Lathrop,M29,Manteca,"North to Roth Rd., South to W. Lathrop Rd., East to RR Tracks, West to S. Harlan Rd. Postponed",2.8985,37.839443,-121.280175,https://www.google.com/maps/d/viewer?mid=1oS5VWC6089D6LAjPWKJLoUFkzWHFNco,1oS5VWC6089D6LAjPWKJLoUFkzWHFNco,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of Delta North,D48,Delta,"North to +- 1.5 miles north of W. Walnut Grove Rd., South to W. Walnut Grove Rd., East to Sacramento County Line, West to +- .5 mile west of Sacramento County Line",1.9922,38.233574,-121.482856,https://www.google.com/maps/d/viewer?mid=1vJjHtppgYDKIrbMzxP9ijfeA0NT0a-I,1vJjHtppgYDKIrbMzxP9ijfeA0NT0a-I,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of East Manteca,M30B,Manteca,"North to Southland Rd., South to E. Yosemite Ave., East to S. Austin Rd., West to Cottage Ave. and Hwy. 99",3.5296,37.809384,-121.188689,https://www.google.com/maps/d/viewer?mid=11uHnTTjd1bai9WEuM5kOHPCEqWFKXUM,11uHnTTjd1bai9WEuM5kOHPCEqWFKXUM,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,larval,Altosid,morning,03:30,05:30,complete,COMPLETE,Portion of North Manteca,M35,Manteca,"North to Northgate Dr., South to W. Louise Ave. and Joseph Rd., East to N. Union Rd., West to N. Main St. & Tidewater Trail",1.039,37.816271,-121.228585,https://www.google.com/maps/d/viewer?mid=1DKz0vf1p-8i53RmmEX89QVuis1wzBlw,1DKz0vf1p-8i53RmmEX89QVuis1wzBlw,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of Rural East Lockeford,L29,Lodi,"North to Brandt Rd., South to E. Sargent Rd., East to Linn Rd., West to N. Tully Rd.",4.4082,38.139907,-121.119334,https://www.google.com/maps/d/viewer?mid=1Bis8tyFGzvA4h0o3o12mTTqDSCQEmDM,1Bis8tyFGzvA4h0o3o12mTTqDSCQEmDM,wayback:20250906034119,2026-07-27T10:51:43Z
2025-09-04,ground,adult,DeltaGard; Evergreen 5-25,morning,03:30,05:30,complete,COMPLETE,Portion of South Manteca,M25,Manteca,"North to E. Woodward Ave., South to Tannehill Dr., East to Pillsbury Rd., West to S. Main St.",1.2471,37.772554,-121.20643,https://www.google.com/maps/d/viewer?mid=1VakL58Y9x5GUM36bEuYm8HwbDgCBHaA,1VakL58Y9x5GUM36bEuYm8HwbDgCBHaA,wayback:20250906034119,2026-07-27T10:51:43Z
